x,y,w1,w2,w3,w4,w5
25,0,2.2122960379999999,1.062960645,0.44921147,0.50081966300000003,1
16,0,-2.168248545,-0.36293909899999999,0.61184050800000001,1.6912561909999999,1
55,1,0.53208715699999998,0.86283436499999999,1.0997276229999999,-0.60067620399999999,0
15,0,-1.073112399,-0.33792331399999997,1.4249856990000001,0.47117277699999999,0
34,0,0.56209088699999998,-0.10027335699999999,0.61184050800000001,0.78360535200000003,1
23,0,1.222172947,1.463213205,0.44921147,-0.80592388100000001,0
25,0,-0.578050854,-0.25036806700000003,0.28658243100000003,-0.65312838799999995,1
32,0,4.3875664639999998,2.2637183240000001,1.0997276229999999,-0.45700283000000003,1
37,0,0.30705918199999999,1.78841841,-1.1770789129999999,-0.50945501400000004,0
32,0,1.6872307630000001,2.1386393990000001,-0.36393372200000002,-0.76259381599999998,1
31,0,1.8072456830000001,1.1880395699999999,-0.36393372200000002,-0.32701263400000002,0
27,1,0.15704053100000001,2.4513367119999998,0.123953393,0.395915295,1
15,0,-1.043108669,-0.76319165899999997,0.77446954599999995,-0.65312838799999995,0
31,0,-0.80307882900000005,0.27496341800000001,-1.0144498749999999,-0.201583498,0
54,0,-1.79320192,-0.37544699100000001,0.123953393,-1.2893961869999999,1
18,0,0.15704053100000001,-0.30039963600000003,0.61184050800000001,0.42556218200000001,0
80,0,3.3674396440000001,0.41255023600000001,1.4249856990000001,-1.663403065,0
16,0,-1.4931646199999999,1.938513119,2.4007599289999999,0.42556218200000001,0
29,0,0.0070218809999999998,3.3018734009999999,0.123953393,0.45064800900000002,1
13,0,-2.108241085,0.387534451,1.2623566610000001,1.996847177,1
23,0,0.66710394200000001,-0.65062062600000004,1.2623566610000001,-0.19702243899999999,1
10,0,-1.9732243,-1.3510626059999999,-0.52656276000000002,2.0014082360000001,0
11,0,-0.173000499,-0.41297066900000001,1.4249856990000001,5.4541302710000004,0
23,0,-0.022981848999999999,-0.10027335699999999,0.93709858400000001,0.181545499,0
11,0,-0.278013554,-0.150304927,-0.851820837,1.7277446670000001,0
14,0,-0.59305271900000001,0.91286593500000002,0.28658243100000003,1.130245873,0
27,0,0.98214310699999996,1.9635289039999999,1.587614737,0.395915295,1
18,0,-1.358147835,-0.10027335699999999,2.4007599289999999,-0.28140203899999999,0
28,1,-0.75807323400000004,-0.93830215400000005,-0.20130468400000001,-0.082995950999999998,1
89,0,1.222172947,2.6639708839999998,-0.851820837,-0.098959660000000005,1
24,0,0.14203866600000001,-0.112781249,-0.52656276000000002,-0.20614455800000001,0
16,0,2.2272979030000002,0.61267651499999998,-0.038675645000000002,-0.46612494900000001,0
23,0,-1.4331571599999999,0.062329245999999998,-0.36393372200000002,-0.95643884400000001,0
20,0,1.1471636220000001,2.1261315070000002,1.750243776,0.0082252379999999993,0
16,0,-0.563048989,-0.13779703400000001,0.61184050800000001,0.58747979400000006,1
39,0,-1.2831385099999999,-1.2509994659999999,0.123953393,0.021908416999999999,1
34,0,0.097033070999999999,-0.150304927,0.123953393,-0.76259381599999998,1
6,1,-0.96809934399999997,-0.97582583099999998,0.61184050800000001,-1.4627164479999999,0
