Month,Year,Canada,Mexico,Guatemala,El Salvador,Honduras,Nicaragua,Costa Rica,Panama,Jamaica,Dominican Rep,Trin/Tobago,Colombia,Venezuela ,Ecuador,Peru,Chile,Brazil ,Paraguay,Uruguay,Argentina,EU12,Sweden,Norway,Finland,Denmark,U.K.,Ireland,Luxembourg,Netherlands,France,Germany,Austria,Czech Rep,Hungary,Switzerland,Poland,Russia,Spain,Portugal,Italy,Greece,Turkey,Syria,Israel,Jordan,Kuwait,Saudi Arabia,India,Pakistan,Bangladesh,Sri Lanka ,Thailand,Malaysia,Singapore,Indonesia,Philippines,"China,PR",Korea,Hong Kong,Taiwan,Japan,Australia,New Zealand,Morocco,Algeria,Tunisia,Egypt,Cameroon,Senegal,Sierra Leone,Cote d'Ivoire,Ghana,Nigeria,Benin,Congo,Kenya,Tanzania,Mozambique,South Africa,Zambia
4,1981,1.202134424,7.679100127,6.493681563,15.1218406,14.27649352,0,520.3932902,0.604443156,44.18749085,21.29370406,6.017782914,1399.371303,1.309111967,13398.94354,1890.157264,268.4458617,1.091956283,1876.416209,14.39882622,0.146681227,0.675047506,5.427953293,6.404089364,0.708399568,6.846498478,0.542591542,0.947249769,0.801688727,0.859716501,0.77400564,0.83309703,0.939598397,36.89865201,344.0354861,1.587473488,1.53861568,102.8270741,0.893281354,1.044178252,0.903318468,0.948343485,1.44580984,24.5865427,3.916753949,0.443591614,0.232910759,1.614087978,23.18964493,25.38308801,37.8375837,92.03864714,22.61810879,2.070322132,1.391992908,3191.219525,32.6233669,3.149388269,937.0501135,7.385415368,25.65928827,122.5148769,1.161723182,1.675739215,6.521627159,21.50124615,0.868057463,4.103569955,425.7159233,322.0220126,441.8125731,374.3478187,0.056220314,33.74555256,426.2683623,1076.881594,71.13228692,353.5419209,2.595219063,3.795985679,3452.711375
5,1981,1.212395904,7.625572561,6.391640163,15.10982016,14.24455163,0,492.5681927,0.608199551,44.42709024,21.46483592,6.046384685,1388.561355,1.303003406,13241.76567,1905.739354,267.1230423,1.112968115,1897.212389,14.37486167,0.099806328,0.719868304,5.673118752,6.656202207,0.733214017,7.195090906,0.566290151,1.00202335,0.855912247,0.917336976,0.831415464,0.887200518,1.004055998,37.17474579,348.8530199,1.593021345,1.571741336,104.5125364,0.935812732,1.095907287,0.950817737,1.005579365,1.454511932,25.48827491,4.191866529,0.445026177,0.237793831,1.642989973,23.44977653,25.55929479,38.79751978,94.07566538,22.87733565,2.091315864,1.416153605,3216.737709,32.93099467,3.285371194,931.9530809,7.481006982,25.85912574,125.5964968,1.175424396,1.708966276,6.992476344,22.59761682,0.928234426,4.259090416,466.127501,348.5663183,448.5536062,397.1577423,0.053608106,35.02415299,461.2786119,1156.376392,72.97389847,346.7218411,2.650690373,3.920796165,3527.454007
6,1981,1.206576546,7.58446696,6.452649262,15.0213871,14.30679186,0,468.3018501,0.612549719,44.70929472,21.35561195,6.064996851,1380.229916,1.300066577,13296.73276,1922.025954,269.1537396,1.124574628,1908.944528,14.23566433,0.080953213,0.748681975,5.882446912,6.908610414,0.756401876,7.445314654,0.601004342,1.043657498,0.891178693,0.958402269,0.856326944,0.923741093,1.042671929,37.46321768,355.5624921,1.615150574,1.701716169,106.2574721,0.976085757,1.134739473,0.984101711,1.035656965,1.550892971,25.45759822,4.601696044,0.455208694,0.24445482,1.677261224,23.86961004,25.3801816,39.53427297,93.88167419,23.00614766,2.098355369,1.40858155,3235.895038,33.27111283,3.379813121,917.4591843,7.647441744,25.90508551,128.5428837,1.178359411,1.748016507,7.043883364,24.3471898,0.946795391,4.153007485,490.9150654,362.7040354,452.5276193,430.033465,0.051283583,37.13802778,478.9974892,1191.701464,73.38731916,359.5782526,2.691722619,4.068628374,3562.506942
7,1981,1.218227242,7.539218199,6.494203769,15.07010396,14.35143938,0,456.0527141,0.618694811,44.44693316,21.65439551,6.024501937,1387.673331,1.299228955,13419.4427,1943.99007,270.5551194,1.120812184,1961.053386,14.23067235,0.069975339,0.772930388,6.051336126,7.111099339,0.779346663,7.678860381,0.637657492,1.081013164,0.912564471,0.98693438,0.872440907,0.954076323,1.072661901,37.86086328,359.0578383,1.680753246,1.77271637,108.340197,0.998870292,1.149652725,1.014416491,1.081651613,1.5636362,25.61097161,4.656392331,0.454424148,0.248681462,1.69144961,24.49276592,24.70080708,40.4962788,95.71803434,24.54946489,2.10987941,1.412113532,3243.044033,33.13485623,3.398099832,921.5153333,7.927021147,25.99017861,134.8451854,1.180939467,1.787228766,7.284958225,24.15106744,0.964455161,4.240663482,501.4456265,369.3750641,455.7550524,452.1715777,0.050687533,37.54436183,495.4411747,1223.408132,75.1327144,354.371529,2.732900949,4.259721278,3648.258018
8,1981,1.229451556,7.441438249,6.531029259,15.10397622,14.41195548,0,459.056392,0.621791817,44.44783573,21.80512107,6.015306967,1399.271677,1.301280468,13452.86997,1958.867651,269.3407308,1.115133636,1961.606393,13.98837656,1.385640669,0.796779959,6.19155267,7.266459136,0.797403028,7.921514865,0.657354051,1.105553999,0.936314562,1.015342297,0.895703647,0.982672978,1.098824703,38.11900904,367.1365496,1.559612109,1.805120341,110.0515135,1.020814262,1.158960319,1.0382371,1.127628964,1.660770612,24.95385219,4.66350397,0.469205817,0.249889187,1.701960612,24.63394803,24.45795118,41.20424929,99.52399637,25.59132194,2.135442758,1.411469423,3257.241521,33.230648,3.49719999,919.51154,8.207348584,27.0144865,137.5725485,1.185703437,1.81058578,7.451941105,24.15206232,0.996358937,4.293634413,506.6998287,368.754696,456.8033896,446.3403215,0.049518865,39.41283478,514.0169513,1259.934166,76.67201391,347.4510344,2.763830033,4.359963248,3720.292702
9,1981,1.209720827,11.07111205,6.597074618,15.165168,14.56762417,0,450.0604278,0.624718913,44.77512299,21.86114471,6.007018017,1421.805045,1.300099783,13472.34875,1978.676797,269.572871,1.129313833,1969.359207,13.95787611,1.302125325,0.756785616,6.351652393,7.024493402,0.773657854,7.457111314,0.662164112,1.046376598,0.884433832,0.955469772,0.844229652,0.930329196,1.044616556,38.471665,359.9077837,1.463447724,1.777383339,112.0627132,0.982535376,1.125061122,0.986833549,1.030901372,1.712177483,24.42402491,4.565616699,0.45446594,0.249246337,1.720310251,25.04641666,24.66918156,42.24671233,102.090697,25.56963316,2.134689914,1.414049843,3294.253234,33.58877295,3.437179792,914.988067,8.329543962,27.77308857,134.6020099,1.172445502,1.722886847,7.059903541,23.90644406,0.953404066,4.305986443,478.1041495,348.0539793,443.6624104,412.9351121,0.048254878,38.39862488,489.077856,1190.10454,80.18287065,345.7654437,2.733819633,4.28613952,3639.458351
10,1981,1.203782162,10.85586084,6.630885119,15.10723209,14.58910167,0,687.156826,0.621580318,44.68283055,21.70202186,5.891558881,1426.48175,1.299771647,13365.64357,1982.945296,269.2963331,1.156528038,1934.590286,13.83347329,1.22901518,0.734290856,6.460262104,6.952201749,0.754934662,7.255620272,0.647455047,1.022887235,0.86107538,0.903855121,0.832410226,0.887035759,0.98959059,38.52088892,360.356227,1.393871557,1.767858465,113.2119711,0.971286583,1.098245514,0.97581802,0.984317929,1.672661519,24.35481762,4.390817142,0.448270939,0.247091461,1.728818544,25.06230582,24.59532137,42.59506115,103.467364,25.42176478,2.086092853,1.379851987,3267.945487,33.79790656,3.439732249,921.2012376,8.263518429,27.87592769,135.3522842,1.163722812,1.643522829,6.92275954,23.34976207,0.937023267,4.284638633,456.465655,345.5674183,431.719587,415.0599959,0.045562594,38.28499286,487.5552438,1177.911492,87.05953361,346.3454913,2.689965705,4.30195883,3570.716067
11,1981,1.18114892,10.68175766,6.584862217,15.11043136,14.42423615,0,762.9615069,0.622898263,44.81076526,21.249785,5.916653486,1429.983972,1.291399527,13169.94291,1988.622812,269.5779826,1.17363102,1920.26377,13.89485279,1.147229278,0.726947331,6.394212711,6.822281361,0.745116801,7.138843318,0.622622599,1.005999032,0.849342947,0.886160669,0.826292692,0.874968463,0.985431831,38.59646872,356.1455824,1.412350286,1.7916164,114.4535803,0.960461858,1.080563479,0.95931504,0.962827329,1.7686301,23.04722546,4.403897383,0.443623014,0.246630105,1.733768452,24.89982574,24.47386491,41.79713445,102.553527,25.36564634,2.052766449,1.357444701,3290.495891,33.77467834,3.411285543,934.1072046,7.813422685,27.7885983,131.4241487,1.15103805,1.556179306,6.871964309,23.32687519,0.932181931,4.226778105,452.4467126,343.2785475,419.2837753,410.269585,0.044149054,36.72551715,487.1958244,1168.741838,85.22068275,345.9233397,2.655894798,4.313059553,3505.297327
12,1981,1.176107027,10.43107284,6.63596092,15.08347465,14.42632726,0,699.7693449,0.623048345,44.88365061,21.14334955,5.905993137,1437.423209,1.282835947,13161.03381,1994.258888,268.94733,1.187910242,1894.242186,14.0528937,1.053751964,0.737416688,6.50915765,6.795019296,0.748293837,7.2860826,0.619159945,1.01290909,0.866310359,0.900411313,0.838592334,0.886843597,0.999280134,38.67023072,358.158634,1.439380072,2.579298797,115.7054587,0.963916557,1.074471563,0.96701284,0.95980188,1.748661797,23.11254499,4.432790363,0.438346056,0.245007411,1.730662275,25.09711791,24.79228737,43.11022461,98.97623714,25.29510597,2.037637465,1.344495511,3304.840893,33.68687906,3.420077162,941.7679373,7.725539272,27.76519945,128.8114472,1.157297594,1.607823551,6.905130013,24.57592442,0.935659767,4.288730599,462.0297873,344.8949075,413.4702089,435.3931514,0.042938197,36.9012731,496.4335453,1182.623067,79.0159432,327.59219,2.644132621,4.324126422,3480.079581
1,1982,1.180012729,9.971715073,6.745679895,14.97940934,14.22008509,0,629.5111414,0.621208143,44.77402042,21.26004927,5.803549993,1437.322101,1.274102781,13053.57445,2001.345423,268.0065168,1.169517923,1942.698594,14.07888297,0.939744424,0.746983261,6.480979057,6.70271169,0.743280375,7.422338884,0.624459227,1.033223962,0.878501506,0.911858509,0.848480176,0.89730217,1.004740583,38.77110662,351.7707798,1.473978849,2.600767448,117.0549304,0.962153907,1.079217682,0.970708319,0.982275978,1.67649582,22.76672865,4.346487352,0.451720615,0.245856943,1.743237558,25.25971423,25.6688194,44.73210616,99.31231127,25.45596738,2.02998773,1.338601392,3200.351645,33.59783425,3.484555034,953.9611208,7.861473051,27.88942147,132.6051152,1.174674302,1.693842676,6.876717016,23.37821511,0.937407436,4.185509631,467.3188778,343.740331,410.1014446,413.6282604,0.044580655,37.40818785,506.805737,1199.058678,79.61470209,320.7209761,2.641587584,4.32471971,3496.811491
2,1982,1.190340154,9.625234996,6.747050977,14.93963244,13.99801052,0,611.6044416,0.619927912,44.68979245,21.18654146,5.693204142,1428.764092,1.273002369,12987.08022,2007.72745,271.1258248,1.153523076,1940.690188,14.29186381,0.896445398,0.771851618,6.573341013,6.798849387,0.75994951,7.7049954,0.63916408,1.070741754,0.925505877,0.940435407,0.870649928,0.926872934,1.036902509,38.8573366,356.7126963,1.473014605,2.621072178,118.3771179,0.980710888,1.084490181,0.991008026,1.022740301,1.729377095,22.26423773,4.457651899,0.458250505,0.246910578,1.745175118,25.56815371,27.03870174,45.62205596,99.6151591,25.42294551,2.07568629,1.382918181,3206.817457,33.58201559,3.586786219,958.3284839,8.001017809,28.18953083,139.4651819,1.203780112,1.794635068,7.111152517,23.81074062,0.963414613,4.104734462,472.5188355,342.3029221,410.3259999,443.1555753,0.049344175,38.0853689,524.2072206,1231.852264,80.43918777,314.2090979,2.659747487,4.335704778,3511.903892
3,1982,1.180778241,15.46001026,6.733271819,14.61181256,13.92924412,0,584.3308748,0.618447408,44.45765801,21.01900657,5.768929732,1412.514707,1.268866397,12824.88977,2005.613921,269.5427571,1.151171567,1916.065791,14.43751196,0.848657419,0.783352151,6.632589179,6.745942808,0.759034987,7.862160794,0.647259596,1.073126501,0.996718799,0.940177586,0.876992093,0.930826989,1.034019522,38.77834823,357.0881649,1.525067922,2.629984981,119.2080785,1.005763716,1.079774639,1.003147785,1.00116768,1.736988333,22.40196546,4.529677854,0.46264643,0.245863098,1.729370477,25.84651295,28.05022016,46.36064185,99.60694027,25.25501293,2.079864567,1.403826206,3198.631731,33.62199651,3.618607212,955.133905,7.867018619,28.04752744,142.4319171,1.219674526,1.799690636,7.161808126,23.58832361,0.984693445,3.984288008,479.1549678,340.7678998,405.0269841,447.8266996,0.048965792,38.3187876,533.4959558,1245.334553,79.3741352,336.1149647,2.644712589,4.408211664,3511.715129
4,1982,1.18413675,14.72490341,6.822648,14.48098354,13.90764906,0,570.9829647,0.6206899,44.17533939,21.09594656,5.721414517,1401.635267,1.271755757,12690.88261,2014.109476,271.0092224,1.151360064,1929.000728,14.49881783,0.818142085,0.794678301,6.709621582,6.80476659,0.764706718,7.965114709,0.650680079,1.078590507,1.008817933,0.95643998,0.885214444,0.939069453,1.042273967,38.90273119,352.2302891,1.51127648,2.590110708,120.6804085,1.01142566,1.089335668,1.019956061,1.003878446,1.762980683,22.68176334,4.374427921,0.463524049,0.241880479,1.742884896,26.07248688,29.45366967,47.15195406,98.8397451,25.43296603,2.097155292,1.423205574,3235.016884,33.70214647,3.65574126,965.7532757,7.946009142,28.11026833,144.4356608,1.225689251,1.805831862,7.317089921,23.96101898,1.005078283,3.932620383,486.1194109,347.5468937,401.5580021,448.3524766,0.047972998,38.89807524,543.5308508,1260.435163,79.1844586,357.970189,2.65073302,4.504030766,3529.690657
5,1982,1.187448284,14.07756321,6.734985988,14.46092131,13.99097058,0,548.6448247,0.6255915,44.44133399,21.04525203,5.757385567,1397.105685,1.246527824,14343.33935,2033.960064,274.9989919,1.132588052,1948.012505,14.62569492,0.798259207,0.768925282,6.589916954,6.726935332,0.740753231,7.651008713,0.637072925,1.042317448,0.972246244,0.928111368,0.854193978,0.906943892,1.0144201,39.24448475,354.6794298,1.610771998,2.658575663,122.8546127,0.977439937,1.080837871,0.987269418,0.990124747,1.788003278,23.50638599,4.408752494,0.465299709,0.243969714,1.767027994,25.92816673,29.52913946,46.34127046,99.28452331,25.45658464,2.063058419,1.411051652,3261.046443,34.08265705,3.602261075,973.9348877,7.721585227,28.10331425,140.4357304,1.218505961,1.784935401,7.361878787,24.17393698,0.988425249,3.831852433,469.5169323,346.6622338,390.9170993,432.9460481,0.046637879,38.60652409,527.6507792,1215.698821,78.20066719,361.7677176,2.621593854,4.558612821,3452.119896
6,1982,1.230421561,13.5955163,6.864019454,14.42303834,14.08956515,0,517.6801514,0.627885664,44.70897218,21.30468602,5.784081865,1402.896996,1.258588456,16787.21547,2058.742218,305.2025096,1.132793782,1971.747457,14.85786659,1.49609999,0.818405221,6.916048329,6.995734197,0.774437179,8.175323252,0.663010067,1.108042898,1.034492485,0.982018679,0.939218065,0.956172008,1.075791537,39.67929011,378.71007,1.628759751,2.702207002,125.3563571,1.039228206,1.218712907,1.048201237,1.055680406,1.827102869,24.10912566,4.606956179,0.48191035,0.246234002,1.792026681,26.22029844,30.73533986,48.03169126,100.282442,25.68161813,2.12603522,1.449216821,3304.882884,34.43884411,3.815278839,997.2226536,7.853114098,28.47162541,150.6312333,1.250127162,1.833868381,7.807229368,25.15051159,1.04998184,3.831068172,529.9334749,378.2897161,398.3858367,471.9740684,0.046673906,39.20267407,583.1546815,1335.019357,80.27136117,352.5306381,2.684109197,4.808529895,3574.547345
7,1982,1.226016576,13.00021254,6.91548459,14.4585461,14.0690767,0,472.4860026,0.629381726,44.65753117,21.36182063,5.688730713,1408.319691,1.258400897,16557.43364,2070.097252,326.1408767,1.122027301,1958.122697,14.77453398,2.574192308,0.838071111,7.024426852,7.108803513,0.781845499,8.34448294,0.674699142,1.133644843,1.051464086,0.994430654,0.979510906,0.972285559,1.093207208,39.85354195,386.0049823,1.641050355,2.696732745,127.0663303,1.054317024,1.301855428,1.059738478,1.092663063,1.974296953,23.99147681,4.628030836,0.476198587,0.245675812,1.802025489,26.22288579,31.16723164,48.57735595,100.9924072,25.93753042,2.1389097,1.467826823,3302.315296,34.1635275,3.884683065,1002.578941,7.880589012,28.55501001,154.8589144,1.270532162,1.847575476,7.916308786,23.69400512,1.089964524,3.844363238,547.9674925,386.0762428,397.6451006,504.9650003,0.044745284,39.32490012,608.8551638,1385.106152,81.45493084,340.3897577,2.721667593,4.943358414,3596.581711
8,1982,1.198966667,18.73980408,6.963947178,14.45294621,14.05353272,0,483.4257883,0.628257761,44.17606735,21.31837586,5.693025993,1414.619812,1.256987325,16309.12363,2074.324308,375.3493119,1.137638204,1968.607021,14.81709405,2.244524859,0.846545717,7.049028687,7.484229541,0.790656179,8.398946755,0.679537997,1.143667237,1.055165587,0.997583329,0.988544977,0.981240973,1.098870671,39.88938324,386.1268644,1.653996997,2.713158299,128.3546901,1.054375276,1.301213326,1.049954688,1.118212625,1.985713969,23.72825261,4.589260239,0.494988111,0.24868624,1.807356522,25.78459329,31.09673978,48.81862253,101.1463766,26.04812372,2.137505211,1.47372158,3342.962454,34.16668661,3.916670483,1003.814148,8.163838488,27.91625671,156.286105,1.300245847,1.852712881,7.848212823,23.02300909,1.093564548,3.836564159,552.7636325,389.2048136,391.1107223,519.2974123,0.046113408,39.40667514,615.1575286,1390.788764,80.31116642,327.149655,2.707002364,4.898759576,3567.886531
9,1982,1.183934014,20.05244181,7.15314863,14.14347206,14.03358821,0,479.7630801,0.627688739,43.96445229,21.12984021,5.710140894,1411.986094,1.252115534,16085.75572,2077.888297,411.0279097,1.168436461,1965.492313,15.07883254,1.916522484,0.855314926,7.11592781,7.685926143,0.801597232,8.47824108,0.685895604,1.162498265,1.061438607,0.99853436,1.007535105,0.98834746,1.110942736,39.91158692,384.7492966,1.676989359,2.697436247,129.6142136,1.06318658,1.310407972,1.048847571,1.105934058,1.975907951,23.4000044,4.574187485,0.478904593,0.24876513,1.810461821,25.95226028,31.27729501,49.54241556,101.3150384,25.80676564,2.145170953,1.480423855,3345.212387,34.50419183,3.939328256,1001.666569,8.150913265,28.4857374,156.6041503,1.317334302,1.857286733,7.90431324,23.82940697,1.10294447,3.930876025,550.9399334,397.5485695,387.0039562,529.066706,0.044811512,39.48308631,628.1257189,1411.45584,79.93856424,312.0110881,2.691527832,4.838321286,3575.917748
10,1982,1.175560911,14.86576486,7.064857179,14.10667577,14.01899631,0,468.7618292,0.628642812,43.77450947,20.98621866,5.612469438,1411.469964,1.252015951,15443.37972,2088.746238,413.4227244,1.19890301,1906.440787,15.32874503,1.700463631,0.866622078,8.092474241,7.956934864,0.892031914,8.513779929,0.69094199,1.178818244,1.074268308,1.003626427,1.016605228,0.998195556,1.122065241,39.97277721,391.9378592,1.698221969,2.715323086,131.0160084,1.076307401,1.339643389,1.056430937,1.095573025,1.973141533,23.16727213,4.363639732,0.481597307,0.249142433,1.808718006,26.04195183,31.7734449,49.82461108,101.0115854,25.76376256,2.166684758,1.503112431,3355.909362,35.05342526,4.008393889,1008.246457,8.790693109,28.67885893,161.6834096,1.329678033,1.871590597,7.988925017,24.923518,1.107165746,3.949721768,554.1824463,399.0312266,383.2964853,537.8424255,0.042924254,39.58948037,635.9218327,1420.398174,80.8009886,308.064038,2.685719752,4.822486913,3587.126819
11,1982,1.162089416,14.12751285,6.983007808,13.9839962,13.89991,0,462.5093644,0.627132513,43.7248644,20.93631821,5.598267439,1420.601671,1.244844443,14923.59663,2090.440965,417.0232415,1.218708886,1886.677835,16.31293524,1.52152242,0.874112063,8.410893542,7.967216407,0.917427569,8.474408844,0.713988804,1.183804162,1.083756364,1.012318718,1.015015784,1.003760501,1.13062823,39.85769088,398.7188361,1.58005024,2.629256387,131.8514292,1.106403313,1.357890271,1.06306559,1.086959388,1.959738951,22.53872347,4.297479366,0.476691558,0.248770228,1.810647448,25.97444959,31.95668155,51.35820144,101.1470876,25.51103717,2.130045667,1.506340002,3368.964637,35.36940873,4.019386964,1015.02668,8.828748758,28.5535866,159.1901824,1.3184753,1.862429489,8.071318535,26.19132904,1.106342803,3.870629708,558.6349211,405.1725693,376.7587909,536.1384477,0.041399302,39.08659571,639.4838964,1419.910745,81.0114333,302.0500615,2.681802623,4.671860404,3545.251559
12,1982,1.168669123,14.52817923,7.031140691,13.81378888,13.77485217,0,449.0572345,0.624200169,43.57077849,20.54604179,5.538183983,1428.607135,1.235761929,14571.19274,2087.120574,429.3400429,1.202138032,1864.250147,29.70090777,1.704115643,0.830563204,8.18535348,7.662600314,0.873504109,8.082458536,0.718354809,1.140820957,1.033628833,0.966829424,0.952744319,0.943673708,1.064790613,39.64713732,392.7744758,1.51165441,2.568659059,132.3740099,1.140943296,1.292068517,0.999932861,1.036399507,1.938663932,22.17387702,4.27608893,0.44221439,0.242119106,1.788451275,25.62868577,32.22817948,51.35375497,100.6624553,25.61515306,2.09848914,1.453094487,3353.374207,35.93319883,3.888317548,1000.170936,8.454634539,28.17787489,145.1935649,1.270195182,1.816683922,7.984953281,25.7882166,1.051994687,3.854820517,515.4035456,370.9845159,359.9711596,513.2431463,0.038194366,37.82724324,604.0329444,1333.386942,84.87780387,297.3518232,2.62385306,4.429993461,3422.641469
1,1983,1.164818949,16.55871532,7.033780746,13.74303711,13.68113761,0,439.1300935,0.625314855,43.33376274,20.44553479,5.211267418,1442.98854,1.239560458,14001.35622,2097.332644,432.849337,1.185934509,1824.364799,27.53122261,1.467286537,0.820039593,7.99180874,7.587211636,0.860508822,7.925451034,0.740198174,1.13008981,1.009949163,0.95521789,0.933527767,0.930450457,1.046052708,39.69325686,389.2926496,1.553986463,2.585527649,133.7613838,1.13310576,1.248099927,0.972107419,1.195213496,1.885241887,21.90343781,4.167522635,0.470122367,0.241610742,1.794353702,26.07634033,32.17698762,51.64298532,101.05545,25.83094838,2.028780563,1.405599813,3247.653332,36.69457275,3.851205554,1000.688371,8.231269682,28.3889991,139.622914,1.242788933,1.802188112,7.84728144,23.11176666,1.052900806,3.771628601,517.8653195,377.2792985,349.3851352,498.3417359,0.03486558,37.37622148,596.411395,1309.0143,89.84580322,292.5270109,2.610509405,4.328834372,4046.871862
2,1983,1.158711794,15.58745388,7.036307601,13.69279521,13.48829559,0,439.2878491,0.625910957,42.91863527,20.66112149,5.180407567,1450.788119,1.237296305,13675.53571,2103.344463,445.817428,1.332646614,1812.538567,26.34773,1.560712952,0.834291949,8.109718273,7.626918827,0.868637811,8.056431815,0.756719392,1.144355697,1.023177605,0.971188408,0.942968559,0.945710632,1.05828505,39.65887741,394.3496805,1.588590909,2.567058064,134.8907254,1.153453838,1.252740715,0.976185399,1.195471699,1.896815046,21.74390265,4.167591962,0.470796681,0.242321847,1.793353004,26.12400199,32.2853395,51.65757114,105.3466041,25.64307969,2.033939663,1.398382298,3268.544151,37.22603305,3.927941428,997.424089,8.352917608,28.24667331,142.1619965,1.254905762,1.820038654,7.938127176,22.81698698,1.059454715,3.735783585,486.4430247,373.0181285,348.3211866,499.9812093,0.031362519,37.84943133,605.2074274,1320.821188,89.60683071,289.040649,2.605271045,4.37412849,4186.763963
3,1983,1.146580251,16.36492804,7.041080548,13.51607672,13.44080338,0,434.0214542,0.624333512,42.3747885,20.55793914,5.165392102,1447.275769,1.226289438,14198.93145,2110.046343,427.0974707,1.550948146,1804.17333,28.07031871,1.629977239,0.839058026,8.137131019,7.620277487,0.86820865,8.129251495,0.777383744,1.160896966,1.01463303,0.972138238,0.952039068,0.939137602,1.049545115,39.63678014,403.6582484,1.582238468,2.579179122,136.0729914,1.176858161,1.255134694,0.986800184,1.15138315,1.890536543,21.72177315,4.130687996,0.465186599,0.241746532,1.790024106,26.20899676,32.2303436,51.37429166,103.8870303,25.6046596,2.042880153,1.413155014,3302.104417,37.72160076,3.961751086,1002.355023,8.414223242,28.1398908,142.4809965,1.365635415,1.953999624,8.031964306,22.89855264,1.06701824,3.658920751,494.4752518,381.7320952,341.044544,508.902045,0.02778082,36.63345814,615.623986,1336.087059,89.04749017,295.7627446,2.587552001,4.318917783,4183.158431
4,1983,1.160437492,15.49960071,7.091477261,13.60513394,13.44831665,0,431.6638741,0.629249158,42.38960078,20.92533262,5.142606068,1441.665931,1.226267179,16396.05165,2130.475241,413.3074988,1.567579141,1822.596886,28.55214879,1.488389163,0.861718299,8.135289525,7.605427737,0.868797592,8.169568308,0.74628042,1.19936855,1.043103655,0.999391679,0.988186892,0.955318242,1.071179753,39.85836145,409.8567579,1.592176878,2.578157364,138.1543873,1.193090041,1.277065689,1.002167546,1.14447853,1.970893007,21.97034196,3.92043742,0.472384849,0.241343673,1.802817385,26.10840226,31.92372272,51.42337987,102.2542509,25.56549361,2.071064317,1.434661717,4482.997353,38.83956779,4.003258537,1021.951726,8.571339094,28.20724192,142.7966238,1.389429744,2.000887569,8.260556559,23.83407604,1.096871527,3.561370708,514.885871,398.9360694,337.685338,520.4252064,0.023922684,36.68620984,645.6088027,1393.496713,89.49304064,291.8203742,2.593141576,4.307392437,4170.968499
5,1983,1.160892396,14.93674802,6.86878974,13.50309426,13.4888551,0,423.4113992,0.631452839,42.0724912,20.85073528,5.174985619,1441.558091,1.230105124,15728.9311,2147.357209,417.6590068,1.608165398,1824.146682,27.72009479,1.557680316,0.875122458,8.141239045,7.60450244,0.860850541,8.258735392,0.732250568,1.214900121,1.058894426,1.013116699,1.002330648,0.969548121,1.094497199,40.0129853,416.6054277,1.638066965,2.602220324,140.0234375,1.211100939,1.303401402,1.009476725,1.133203457,2.004832623,22.25957357,3.935617533,0.481066123,0.247160821,1.810928096,25.63524817,32.2177022,51.38290973,101.34868,25.38913336,2.065622149,1.432963021,4463.357373,39.40882345,4.015822057,1028.184142,8.734770304,28.47754746,140.2732367,1.370052761,1.98498815,8.444220661,24.65050462,1.105832711,3.515018778,516.6519503,409.083552,332.1931887,523.0544991,0.01948518,35.47679604,657.6654004,1411.87526,89.91987976,285.4742921,2.574549561,4.264846175,4151.574271
6,1983,1.154919337,15.75311584,6.723505183,13.28900214,13.34397675,0,421.1783433,0.633129672,41.63620474,20.8224598,5.080106896,1462.842231,1.226646688,15210.45643,2159.987051,423.228106,1.584104505,1785.813167,26.88697138,1.519939313,0.903752021,8.276236173,7.739234904,0.870108202,8.566080964,0.744207899,1.25835714,1.08978091,1.04481725,1.031280204,1.001439192,1.129068696,40.08816637,430.5258602,1.64107745,2.797533336,141.6301905,1.257137128,1.389100609,1.036406367,1.138838195,2.042185562,22.43070523,4.031837998,0.496428532,0.246579146,1.831947348,25.28907158,32.44839988,51.23843073,100.8181075,25.39348418,2.089940383,1.464259804,4433.310154,40.44497289,4.034449227,1042.077685,9.128826587,28.43834869,144.8413571,1.368835581,2.002643571,8.680670556,24.98946773,1.128196369,3.314410505,525.4105982,414.0807536,331.8261435,540.9268033,0.017465108,35.75562162,679.0485694,1450.054329,90.25583657,313.1666442,2.58983969,4.308444622,4193.793117
7,1983,1.155714783,15.06995741,6.619899161,13.12691227,13.28867338,0,437.143405,0.634926364,40.77311181,20.8333559,5.048143139,1484.375835,1.225271024,14951.59847,2174.111445,423.6172484,1.556937744,1756.77244,27.53273313,1.746919053,0.919126847,8.302867793,7.780250322,0.877161408,8.752098397,0.753162371,1.275991602,1.103226175,1.058301026,1.042093086,1.0173001,1.143143106,40.19088984,439.2372134,1.688757134,2.846410114,143.3490256,1.297040118,1.517052258,1.046657795,1.150262681,2.087987284,23.32454038,4.10096343,0.503948756,0.24793186,1.851158099,25.09601075,32.58804553,51.12775791,104.9745058,25.46859884,2.102260914,1.471060556,4437.465247,42.01934302,4.043588857,1051.84338,8.959314077,28.80810268,146.3287261,1.369799621,2.011450815,8.757028451,26.51386919,1.135584433,3.421983506,531.6178723,403.0990917,639.7419447,565.4996553,0.019014023,35.08524448,690.5124657,1466.844469,91.73652001,352.9581061,2.612966029,4.293989677,4238.033067
