-1.05 -1.05 0.03 -1.12 -0.99 0
0.18 0.18 0.03 0.12 0.23 0
-0.07 -0.08 0.06 -0.18 0 0.39
0.05 0 0.05 0 0.15 0.53
0 0 0.01 0 0 0.97
-0.02 0 0.04 -0.13 0 0.76
0.01 0 0.03 0 0.11 0.92
